peak_date,peak_nav,trough_date,trough_nav,recovery_date,drawdown_pct,bars_to_trough,bars_to_recovery,days_to_trough,days_to_recovery
2019-05-12T07:59:59Z,13326.27,2019-05-12T15:59:59Z,12266.09,2019-05-13T15:59:59Z,7.96,2,8,0.3,1.3
2019-05-14T07:59:59Z,14717.75,2019-06-09T23:59:59Z,12247.48,2019-06-17T23:59:59Z,16.78,160,208,26.7,34.7
2019-06-26T19:59:59Z,21860.31,2020-07-05T15:59:59Z,15406.78,2020-11-05T15:59:59Z,29.52,2249,2987,374.8,497.8
2020-11-06T07:59:59Z,22961.9,2020-11-07T19:59:59Z,21502.25,2020-11-09T11:59:59Z,6.36,9,19,1.5,3.2
2020-11-24T15:59:59Z,28103.62,2020-11-26T11:59:59Z,25589.42,2020-12-16T15:59:59Z,8.95,11,132,1.8,22.0
2020-12-21T07:59:59Z,33220.85,2020-12-21T11:59:59Z,31443.37,2020-12-25T11:59:59Z,5.35,1,25,0.2,4.2
2021-01-03T07:59:59Z,47173.12,2021-01-04T11:59:59Z,42231.26,2021-01-06T07:59:59Z,10.48,7,18,1.2,3.0
2021-01-08T11:59:59Z,56278.48,2021-01-27T15:59:59Z,44565.41,2021-02-21T19:59:59Z,20.81,115,266,19.2,44.3
2021-02-21T19:59:59Z,56523.31,2021-03-06T15:59:59Z,49948.62,2021-03-11T23:59:59Z,11.63,77,109,12.8,18.2
2021-03-14T03:59:59Z,60257.71,2021-03-25T15:59:59Z,51447.67,2021-04-30T15:59:59Z,14.62,69,285,11.5,47.5
2021-05-03T07:59:59Z,62441.37,2021-09-28T23:59:59Z,46810.36,2021-10-10T07:59:59Z,25.03,892,960,148.7,160.0
2021-10-20T15:59:59Z,75074.06,2021-10-27T23:59:59Z,67207.85,2021-11-09T03:59:59Z,10.48,44,117,7.3,19.5
2021-11-09T03:59:59Z,76022.07,2023-10-12T15:59:59Z,50697.24,2024-02-11T03:59:59Z,33.31,4215,4944,702.5,824.0
2024-03-04T23:59:59Z,98640.55,2024-08-07T19:59:59Z,65220.88,2024-11-13T15:59:59Z,33.88,935,1522,155.8,253.7
2024-11-13T15:59:59Z,100552.04,2024-11-14T23:59:59Z,95117.1,2024-11-19T19:59:59Z,5.41,8,37,1.3,6.2
2024-12-05T03:59:59Z,110541.93,2024-12-30T15:59:59Z,99269.82,2025-01-17T15:59:59Z,10.2,153,261,25.5,43.5
2025-01-20T11:59:59Z,115822.99,2025-04-03T19:59:59Z,83969.11,2025-07-14T07:59:59Z,27.5,440,1049,73.3,174.8
2025-07-14T07:59:59Z,116322.32,2025-09-06T19:59:59Z,98790.61,,15.07,327,,54.5,
